2021-12-29 11:01:51.041 [main] INFO  bot.BotOpenCorporatesApplication - Starting BotOpenCorporatesApplication using Java 11.0.11 on DESKTOP-KN5OJOB with PID 13964 (C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates\target\classes started by pedro in C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates)
2021-12-29 11:32:49.737 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:49.737 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:32:51.745 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:51.745 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:32:53.752 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:53.752 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:32:55.766 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:55.766 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:32:57.773 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:57.773 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:32:59.774 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:32:59.774 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:33:01.776 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:33:01.776 [pool-1-thread-1] INFO  b.application.OpenCorporatesCrawler - Crawling a record - Parameters {}
2021-12-29 11:33:03.936 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://opencorporates.com/companies/br?q=tech&utf8=✓
2021-12-29 11:33:06.224 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/02626444000162
2021-12-29 11:33:06.224 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 11:33:06.224 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 11:33:07.659 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 20s
2021-12-29 11:33:07.675 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-29 12:22:16.266 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 30s
2021-12-29 12:22:16.266 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 20s
2021-12-29 12:22:16.266 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:16.267 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - No results for path: $['Officers']
2021-12-29 12:22:16.267 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:16.267 [pool-3-thread-1] ERROR bot.application.OpenCorporatesMiner - Something went wrong on miner null
2021-12-29 12:22:16.268 [pool-3-thread-1] INFO  b.a.LoggingApplicationService - Logging status PARSER_EXCEPTION for the bot-opencorporates
2021-12-29 12:22:16.292 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskScheduler - Shutting down ExecutorService 'taskScheduler'
2021-12-29 12:22:19.638 [main] INFO  bot.BotOpenCorporatesApplication - Starting BotOpenCorporatesApplication using Java 11.0.11 on DESKTOP-KN5OJOB with PID 11636 (C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates\target\classes started by pedro in C:\Users\pedro\Desktop\Predictus\Dev\bot-opencorporates)
2021-12-29 12:22:19.641 [main] INFO  bot.BotOpenCorporatesApplication - No active profile set, falling back to default profiles: default
2021-12-29 12:22:20.338 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:20.341 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:20.344 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 2s
2021-12-29 12:22:20.352 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 2s
2021-12-29 12:22:20.368 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 2s
2021-12-29 12:22:20.519 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - Initializing ExecutorService 'taskScheduler'
2021-12-29 12:22:20.568 [main] INFO  bot.BotOpenCorporatesApplication - Started BotOpenCorporatesApplication in 1.343 seconds (JVM running for 2.003)
2021-12-29 12:22:22.354 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 4s
2021-12-29 12:22:22.354 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:22.354 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 4s
2021-12-29 12:22:22.354 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:22.370 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 4s
2021-12-29 12:22:24.360 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:24.360 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:26.367 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:26.367 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 8s
2021-12-29 12:22:26.367 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 8s
2021-12-29 12:22:26.367 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:26.382 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 8s
2021-12-29 12:22:28.371 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:28.371 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:30.383 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:30.383 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:32.390 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:32.390 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:34.374 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 16s
2021-12-29 12:22:34.374 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 16s
2021-12-29 12:22:34.389 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 16s
2021-12-29 12:22:34.405 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:34.405 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:36.417 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:36.417 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:38.431 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:38.431 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:40.444 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:40.444 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:42.452 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:42.452 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:44.454 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:44.454 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:46.461 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:46.461 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:48.474 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:48.474 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:50.385 [pool-3-thread-1] WARN  bot.application.OpenCorporatesMiner - No records available to mine, waiting 20s
2021-12-29 12:22:50.385 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 20s
2021-12-29 12:22:50.400 [pool-4-thread-1] WARN  b.a.OpenCorporatesScheduler - No records available to schedule, waiting 30s
2021-12-29 12:22:50.479 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:50.479 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:52.480 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:52.480 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:54.495 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:54.495 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:56.503 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:56.503 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:22:58.518 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:22:58.518 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:23:00.527 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:23:00.527 [pool-1-thread-1] INFO  b.application.OpenCorporatesCrawler - Crawling a record - Parameters {}
2021-12-29 12:23:02.758 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://opencorporates.com/companies/br?q=tech&utf8=✓
2021-12-29 12:23:05.002 [pool-1-thread-1] INFO  http.adapter.HttpGatewayImpl - GET - HTTP 200 - https://api.opencorporates.com/companies/br/02626444000162
2021-12-29 12:23:05.003 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:23:05.003 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:23:07.018 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:23:07.018 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:23:09.027 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
2021-12-29 12:23:09.027 [pool-1-thread-1] WARN  b.application.OpenCorporatesCrawler - No available records for the crawler to process, waiting at 2s
2021-12-29 12:23:10.389 [pool-3-thread-1] INFO  bot.application.OpenCorporatesMiner - Mining a record - Parameters {type=raw}
2021-12-29 12:23:10.389 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 20s
2021-12-29 12:31:51.129 [pool-2-thread-1] WARN  bot.application.OpenCorporatesLoader - No records available to load, waiting at 20s
2021-12-29 12:31:51.129 [pool-1-thread-1] INFO  b.a.input.QueueInputMessageBroker - Polling messages from queues - Queues size 0
